10,20,2
10,20,2
10,20,2
10,20,2
10,20,2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
8,18,1.2
