9,18.462,0.9
10,16.462,0.8
10,15.737,0.8
10,16.128,0.8
10,16.154,0.8
10,16.169,0.8
10,16.175,0.8
10,16.176,0.8
10,16.172,0.8
10,16.166,0.8
10,16.159,0.8
10,16.15,0.8
10,16.141,0.8
10,16.131,0.8
10,16.121,0.8
10,16.11,0.8
10,16.1,0.8
10,16.09,0.8
10,16.08,0.8
10,16.07,0.8
10,16.06,0.8
10,16.05,0.8
10,16.041,0.8
10,16.031,0.8
10,16.022,0.8
10,16.012,0.8
10,16.003,0.8
10,15.994,0.8
10,15.985,0.8
10,15.975,0.8
10,15.966,0.8
10,15.957,0.8
10,15.948,0.8
10,15.939,0.8
10,15.93,0.8
10,15.922,0.8
10,15.913,0.8
10,15.904,0.8
10,15.895,0.8
10,15.886,0.8
10,15.878,0.8
10,15.869,0.8
10,15.861,0.8
10,15.852,0.8
10,15.844,0.8
10,15.836,0.8
10,15.828,0.8
10,15.82,0.8
10,15.813,0.8
10,15.806,0.8
10,15.799,0.8
10,15.793,0.8
10,15.787,0.8
10,15.781,0.8
10,15.776,0.8
10,15.772,0.8
10,15.768,0.8
10,15.765,0.8
10,15.763,0.8
10,15.76,0.8
10,15.758,0.8
10,15.756,0.8
10,15.752,0.8
10,15.747,0.8
10,15.737,0.8
10,15.719,0.8
10,15.689,0.8
10,15.638,0.8
10,15.63,0.94578
10,14.494,1.2458
9.5133,15.916,1.5458
9.2962,15.778,1.6085
9.2676,15.324,1.4501
9.2507,15.24,1.4657
9.2366,15.181,1.489
9.2247,15.125,1.5112
9.2148,15.072,1.5317
9.207,15.021,1.5505
9.2011,14.971,1.5676
9.1971,14.922,1.5829
9.1948,14.875,1.5964
9.1942,14.829,1.6082
9.1952,14.784,1.6183
9.1977,14.741,1.6267
9.2017,14.7,1.6335
9.2069,14.66,1.6386
9.2135,14.622,1.6421
9.2212,14.586,1.6441
9.23,14.552,1.6446
9.2397,14.521,1.6437
9.2505,14.491,1.6413
9.262,14.463,1.6376
9.2743,14.438,1.6326
9.2873,14.415,1.6263
9.301,14.394,1.6188
9.3152,14.376,1.6102
9.3298,14.36,1.6004
9.3449,14.346,1.5896
9.3603,14.334,1.5779
9.3761,14.325,1.5651
9.392,14.319,1.5515
9.4081,14.314,1.5371
9.4244,14.312,1.5219
9.4407,14.312,1.506
9.4571,14.314,1.4894
9.4734,14.318,1.4723
9.4897,14.325,1.4546
9.5059,14.333,1.4363
9.522,14.344,1.4177
9.5379,14.356,1.3987
9.5537,14.37,1.3794
9.5692,14.385,1.3598
9.5845,14.402,1.3399
9.5995,14.421,1.32
9.6143,14.441,1.2999
9.6288,14.462,1.2798
9.643,14.484,1.2596
9.657,14.508,1.2396
9.6706,14.532,1.2196
9.6839,14.557,1.1998
9.6969,14.582,1.1803
9.7096,14.608,1.1609
9.722,14.634,1.1419
9.7341,14.661,1.1233
9.7459,14.687,1.1051
9.7575,14.714,1.0873
9.7688,14.74,1.07
9.7799,14.765,1.0533
9.7907,14.79,1.0372
9.8014,14.814,1.0217
9.8119,14.837,1.007
9.8222,14.859,0.99291
9.8324,14.88,0.97963
9.8427,14.898,0.96716
9.8529,14.915,0.95536
9.863,14.929,0.94095
9.8665,14.919,0.85867
9.7326,15.347,1.0158
9.6491,15.58,1.3158
9.9804,14.406,1.6158
8.9804,15.891,1.7154
8.7893,15.737,1.5484
8.8196,15.615,1.5425
8.8495,15.522,1.5467
8.8787,15.437,1.5529
8.9071,15.356,1.5602
8.9346,15.277,1.5685
8.9612,15.201,1.5776
8.9869,15.125,1.5875
9.0115,15.05,1.598
9.0351,14.975,1.6091
9.0576,14.902,1.6208
9.079,14.829,1.6329
9.0992,14.757,1.6456
9.1182,14.686,1.6586
9.1359,14.616,1.6719
9.1523,14.548,1.6855
9.1675,14.481,1.6994
9.1812,14.417,1.7133
9.1936,14.354,1.7274
9.2045,14.293,1.7414
9.2139,14.235,1.7554
9.2218,14.18,1.7692
9.2282,14.128,1.7827
9.2329,14.079,1.7959
9.2361,14.034,1.8087
9.2376,13.993,1.821
9.2374,13.956,1.8326
9.2355,13.923,1.8435
9.2319,13.895,1.8536
9.2265,13.872,1.8628
