2016-06-03_8:49:02,241.0,695.0,199.0,552.0,140.0,233.0,1795.0,83.0,76.0,533.0,32.0,179.0
2016-06-03_8:49:07,240.0,678.0,205.0,546.0,144.0,237.0,1730.0,80.0,73.0,538.0,28.0,171.0
2016-06-03_8:49:11,261.0,667.0,204.0,578.0,142.0,248.0,1770.0,78.0,83.0,559.0,31.0,179.0
2016-06-03_8:49:16,251.0,695.0,210.0,567.0,152.0,236.0,1825.0,82.0,83.0,556.0,20.0,191.0
2016-06-03_8:49:20,250.0,679.0,197.0,555.0,144.0,240.0,1788.0,83.0,73.0,546.0,27.0,178.0
2016-06-03_8:49:25,247.0,668.0,196.0,560.0,145.0,232.0,1759.0,78.0,79.0,527.0,29.0,174.0
2016-06-03_8:49:30,242.0,671.0,214.0,557.0,150.0,246.0,1767.0,80.0,81.0,539.0,28.0,174.0
2016-06-03_8:49:34,251.0,661.0,197.0,559.0,148.0,238.0,1701.0,81.0,76.0,514.0,23.0,171.0
2016-06-03_8:49:39,255.0,680.0,221.0,558.0,147.0,235.0,1803.0,77.0,77.0,540.0,29.0,174.0
2016-06-03_8:49:43,229.0,636.0,196.0,539.0,139.0,228.0,1658.0,74.0,75.0,504.0,22.0,169.0
2016-06-03_8:49:48,246.0,674.0,205.0,559.0,138.0,236.0,1752.0,78.0,82.0,523.0,34.0,175.0
2016-06-03_8:49:53,253.0,690.0,210.0,556.0,146.0,240.0,1806.0,74.0,87.0,537.0,31.0,179.0
2016-06-03_8:49:57,253.0,684.0,204.0,561.0,148.0,239.0,1782.0,81.0,77.0,537.0,18.0,173.0
2016-06-03_8:50:02,247.0,693.0,212.0,571.0,145.0,243.0,1783.0,87.0,80.0,542.0,28.0,179.0
2016-06-03_8:50:06,253.0,679.0,197.0,539.0,149.0,239.0,1803.0,82.0,82.0,539.0,33.0,185.0
2016-06-03_8:50:11,1527.0,2744.0,990.0,2099.0,886.0,1001.0,769.0,508.0,377.0,443.0,139.0,209.0
2016-06-03_8:50:15,1205.0,2247.0,813.0,1723.0,709.0,838.0,620.0,420.0,314.0,381.0,107.0,163.0
2016-06-03_8:50:20,1154.0,2194.0,777.0,1675.0,677.0,799.0,629.0,402.0,294.0,369.0,115.0,155.0
2016-06-03_8:50:25,1024.0,1997.0,684.0,1526.0,606.0,717.0,573.0,345.0,267.0,331.0,103.0,145.0
2016-06-03_8:50:29,1063.0,2139.0,731.0,1631.0,643.0,783.0,608.0,367.0,295.0,353.0,101.0,146.0
2016-06-03_8:50:34,1043.0,2113.0,701.0,1594.0,620.0,757.0,611.0,381.0,277.0,340.0,109.0,149.0
2016-06-03_8:50:38,958.0,1965.0,643.0,1505.0,575.0,714.0,566.0,323.0,259.0,314.0,105.0,142.0
2016-06-03_8:50:43,1209.0,2421.0,805.0,1881.0,721.0,878.0,727.0,424.0,335.0,398.0,109.0,175.0
2016-06-03_8:50:48,1202.0,2435.0,825.0,1884.0,726.0,886.0,706.0,415.0,340.0,390.0,111.0,179.0
2016-06-03_8:50:52,1295.0,2636.0,895.0,2063.0,794.0,973.0,785.0,441.0,364.0,414.0,119.0,194.0
2016-06-03_8:50:57,938.0,1950.0,622.0,1502.0,568.0,721.0,552.0,325.0,261.0,308.0,93.0,144.0
2016-06-03_8:51:01,1234.0,2611.0,853.0,2004.0,759.0,956.0,783.0,439.0,360.0,414.0,119.0,178.0
2016-06-03_8:51:06,1266.0,2597.0,850.0,2029.0,777.0,972.0,786.0,435.0,352.0,434.0,115.0,186.0
2016-06-03_8:51:10,995.0,2079.0,679.0,1622.0,588.0,750.0,614.0,341.0,276.0,323.0,86.0,141.0
