10,0.8,24
10,0.8,24
10,0.8,24
10,0.8,24
10,0.8,24
10,0.8,24
10,0.8,24
10,0.8,24
10,0.8,24
10,0.8,24
10,0.8,24
9.8335,0.8,24
9.6448,0.8,24
9.4734,0.8,24
9.3164,0.8,24
9.1728,0.8,24
9.0415,0.8,24
8.9214,0.8,24
8.8116,0.8,24
8.7113,0.8,24
8.6197,0.8,24
8.536,0.8,24
8.4596,0.8,24
8.39,0.8,24
8.3265,0.8,24
8.2686,0.8,24
8.216,0.8,24
8.168,0.8,24
8.1245,0.8,24
8.085,0.8,24
8.0492,0.8,24
8.0167,0.8,24
7.9874,0.8,24
7.961,0.8,24
7.9373,0.8,24
7.9159,0.8,24
7.8969,0.8,24
7.8799,0.8,24
7.8649,0.8,24
7.8517,0.8,24
7.8402,0.8,24
7.8303,0.8,24
7.8218,0.8,24
7.8147,0.8,24
7.8088,0.8,24
7.8043,0.8,24
7.8008,0.8,24
7.7985,0.80001,24
7.7972,0.80001,24
7.797,0.80002,24
7.7977,0.80007,24
7.7989,0.80122,24
7.7891,0.89136,23.999
7.7872,0.96248,23.998
7.7927,1.0029,23.995
7.8019,1.0277,23.993
7.8126,1.0449,23.991
7.8242,1.0579,23.988
7.8367,1.0685,23.981
7.8522,1.0779,23.95
7.8706,1.0859,23.895
7.8889,1.0906,23.843
7.9002,1.0855,23.858
7.9471,1.0791,23.574
8.0846,1.0934,22.504
8.2393,1.1171,21.272
8.3514,1.1358,20.394
8.4206,1.148,19.876
8.4622,1.1556,19.589
8.4883,1.1608,19.43
8.5059,1.1647,19.339
8.519,1.168,19.284
8.5296,1.1711,19.248
8.5387,1.174,19.222
8.5469,1.1769,19.202
8.5545,1.1798,19.185
8.5617,1.1827,19.169
8.5686,1.1857,19.154
8.5752,1.1887,19.141
8.5816,1.1918,19.127
8.5878,1.1948,19.114
8.5939,1.1979,19.101
8.5998,1.201,19.089
8.6056,1.2042,19.077
8.6113,1.2073,19.064
8.6169,1.2105,19.052
8.6224,1.2137,19.041
8.6277,1.2169,19.029
8.633,1.2202,19.018
8.6382,1.2236,19.007
8.6432,1.2272,18.996
8.648,1.2313,18.986
8.6525,1.2363,18.977
8.6566,1.2431,18.971
8.6597,1.2535,18.968
8.661,1.271,18.975
8.6586,1.3027,18.999
8.6491,1.3626,19.059
8.625,1.4782,19.191
8.5,1.4,18
