8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
8.00,1.20,18.00 
