240.000000 0.013160
240.000000 0.026790
240.000000 0.031020
240.000000 0.031020
240.000000 0.004230
240.000000 0.033840
240.000000 0.047940
240.000000 0.005170
240.000000 0.027730
240.000000 0.018330
240.000000 0.015040
240.000000 0.042770
240.000000 0.047000
240.000000 0.055930
240.000000 0.020680
240.000000 0.035720
240.000000 0.024440
240.000000 0.023500
240.000000 0.017860
240.000000 0.012220
240.000000 0.015510
240.000000 0.020210
240.000000 0.010340
240.000000 0.033840
240.000000 0.007050
240.000000 0.026320
240.000000 0.013160
240.000000 0.047000
240.000000 0.012690
240.000000 0.025380
240.000000 0.038070
240.000000 0.003760
240.000000 0.009400
240.000000 0.055930
240.000000 0.022090
240.000000 0.014570
240.000000 0.000470
240.000000 0.009400
240.000000 0.015040
240.000000 0.007520
240.000000 0.015980
240.000000 0.013630
240.000000 0.024440
240.000000 0.022560
240.000000 0.030080
240.000000 0.013160
240.000000 0.006110
240.000000 0.030080
240.000000 0.037600
240.000000 0.056400
240.000000 0.000470
240.000000 0.002820
240.000000 0.003760
240.000000 0.009870
240.000000 0.010340
240.000000 0.017860
240.000000 0.000940
240.000000 0.032430
240.000000 0.032430
240.000000 0.002820
240.000000 0.067210
240.000000 0.027730
240.000000 0.063450
240.000000 0.000470
240.000000 0.034780
240.000000 0.009870
240.000000 0.007520
240.000000 0.001880
240.000000 0.001880
240.000000 0.019740
240.000000 0.008460
240.000000 0.034310
240.000000 0.000470
240.000000 0.024440
240.000000 0.056400
240.000000 0.049350
240.000000 0.036190
240.000000 0.008930
9600.000000 2.447760
9600.000000 2.545520
9600.000000 2.561970
9600.000000 2.497110
9600.000000 2.558680
9600.000000 2.623540
9600.000000 2.327440
9600.000000 2.390890
9600.000000 2.269630
9600.000000 2.481130
9600.000000 2.313810
9600.000000 2.431310
9600.000000 2.325560
9600.000000 2.569020
9600.000000 2.479250
9600.000000 2.210410
9600.000000 2.244720
9600.000000 2.330260
9600.000000 2.167640
9600.000000 1.972120
9600.000000 2.232970
9520.000000 2.248010
9600.000000 2.009720
9600.000000 2.336840
9600.000000 2.073640
9600.000000 2.566200
9600.000000 2.381020
9600.000000 2.036510
9600.000000 1.948150
9600.000000 2.016300
9520.000000 2.156360
9600.000000 1.890810
9520.000000 2.078340
9600.000000 2.100900
9440.000000 2.066120
9600.000000 1.958960
9520.000000 2.090560
9520.000000 2.444470
9440.000000 2.119230
9440.000000 2.011130
9440.000000 2.232500
9440.000000 2.446820
9440.000000 2.222160
9440.000000 2.310050
9440.000000 2.019590
9440.000000 2.357520
9440.000000 2.291250
9440.000000 2.301120
9440.000000 2.153540
9440.000000 2.508860
9440.000000 2.164820
9440.000000 2.269160
9440.000000 2.497110
9440.000000 2.359870
9440.000000 2.387600
9440.000000 2.348120
9440.000000 2.597220
9440.000000 2.332140
9440.000000 2.507920
9440.000000 2.381960
9440.000000 2.490530
9440.000000 2.387600
